EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Store Lat,Store Long,Division,Age,LengthService,AbsentHours
2175,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,42,3.13,37.03
2176,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,36,4.22,65.43
2179,F,Langley,Meat Cutter,Meats,Langley,48.034,-122.408,Stores,47,2.63,93.38
2183,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,39,6.54,57.79
2184,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,29,3.02,36.66
2185,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,43,3.83,46.9
2187,M,Richmond,Processed Foods Manager,Processed Foods,Richmond,37.546,-77.453,Stores,40,2.81,45.46
2188,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,47,6.26,89.92
2189,F,Enderby,Meat Cutter,Meats,Vernon,41.838,-72.457,Stores,32,2.86,0.16
2190,M,Trail,Meat Cutter,Meats,Trail,47.783,-95.698,Stores,40,6.13,59.38
2192,M,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,46,5.51,75.1
2196,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,42,5.15,34.37
2200,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,44,3.91,45.12
2203,F,Vancouver,Produce Clerk,Produce,Vancouver,45.63,-122.677,Stores,42,2.66,67.51
2204,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,43,5.51,93.45
2205,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,50,5.56,111.71
2207,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,65,5.53,234.21
2208,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,34,3.51,52.14
2209,F,Vernon,Meat Cutter,Meats,Vernon,41.838,-72.457,Stores,50,4.65,87.13
2211,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,29,1.33,14.74
2212,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,49,5.82,155.54
2213,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,51,2.77,129.54
2215,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,46,3.23,100.56
2217,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,60,4.03,173.38
2218,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,47,5.64,81.69
2219,F,Vernon,Meat Cutter,Meats,Vernon,41.838,-72.457,Stores,50,4.5,49.2
2220,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,38,5.92,13.47
2221,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,37,3.96,50.87
2222,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,38,4.58,45.21
2223,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,46,4.53,118.24
2226,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,46,4.71,42.98
2229,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,51,3.89,128.54
2230,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,40,2.88,0
2231,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,39,5.65,43.98
2234,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,37,4.43,95.13
2235,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,52,3.37,130.82
2236,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,39,1.95,38.87
2237,M,Richmond,Customer Service Manager,Customer Service,Richmond,37.546,-77.453,Stores,28,1.95,0
2245,M,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,59,3.92,107.49
2246,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,39,1.74,25.52
2247,F,Nakusp,Produce Manager,Produce,Nelson,34.38,-84.372,Stores,13,6.11,0
2249,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,48,5.15,83.83
2250,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,55,1.69,164.08
2251,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,51,1.84,94.95
2252,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,45,5.1,115.95
2256,F,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,28,4.2,1.67
2257,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,39,6.35,45.95
2262,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,62,6.18,170.83
2263,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,44,6.17,32.73
2264,F,Sidney,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,42,4.98,117.05
2270,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,43,5.28,53.77
2271,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,29,4.68,0
2272,F,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,35,7.34,0
2273,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,45,5.72,102.12
2275,F,Ganges,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,39,4.12,42.93
2276,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,39,5.31,50.08
2277,M,Black Point,Meat Cutter,Meats,Vernon,41.838,-72.457,Stores,50,1.57,99.62
2279,F,Pender Harbour,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,45,2.58,88.79
2285,F,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,48,5.04,113.1
2288,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,46,5.73,56.53
2289,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,33,3.81,0
2292,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,40,3.56,63.58
2293,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,38,3.06,40.93
2294,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,34,6.62,17.65
2295,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,42,4.38,92.04
2299,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,38,6.89,11.74
2300,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,37,3.69,37.49
2301,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,55,2.56,124.16
2302,F,Nelson,Bakery Manager,Bakery,Nelson,34.38,-84.372,Stores,27,5.77,0
2304,F,Vernon,Meat Cutter,Meats,Vernon,41.838,-72.457,Stores,36,4.85,31.16
2305,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,43,5.21,70.82
2307,M,Fort Langley,Dairy Person,Dairy,Langley,48.034,-122.408,Stores,27,1.85,9.19
2308,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,56,6.76,127.39
2309,M,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,47,8.61,71.96
2313,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,57,3.83,102.77
2315,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,50,4.79,69.91
2318,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,33,4.78,0
2322,F,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,42,6.18,111.81
2323,M,Vernon,Meat Cutter,Meats,Vernon,41.838,-72.457,Stores,17,1.15,0
2328,M,Vallican,Dairy Person,Dairy,Trail,47.783,-95.698,Stores,44,2.93,66.42
2330,M,Vancouver,Baker,Bakery,Vancouver,45.63,-122.677,Stores,24,1.85,0
2335,M,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,32,3.13,0
2336,M,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,25,3.98,5.16
2340,M,Langley,Dairy Person,Dairy,Langley,48.034,-122.408,Stores,50,5.26,78.72
2346,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,42,5.32,28.76
2347,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,52,3.47,124.15
2349,F,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,44,4.5,67.43
2352,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,52,4.23,177.51
2355,F,Sidney,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,44,5.29,77.78
2356,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,38,4.96,10.13
2357,F,North Pender Island,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,20,7.18,0
2359,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,49,4.42,35.38
2362,M,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,41,4.37,50.16
2364,F,Trail,Meat Cutter,Meats,Trail,47.783,-95.698,Stores,37,3.11,24.47
2365,F,South Slocan,Meat Cutter,Meats,Trail,47.783,-95.698,Stores,41,2.09,110.9
2366,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,29,2.6,0
2367,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,49,4.63,132.06
2371,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,35,5.96,58.9
2373,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,44,4.59,39.03
2375,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,38,4.3,52.46
2378,F,Trail,Meat Cutter,Meats,Trail,47.783,-95.698,Stores,43,4.56,84.71
2382,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,42,5.33,40.99
2383,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,54,5.39,91.5
2385,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,18,4.64,0
2389,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,36,3.73,3.85
2390,F,Langley,Meat Cutter,Meats,Langley,48.034,-122.408,Stores,39,4.83,92.42
2391,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,49,4.9,52.11
2393,F,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,43,2.65,80.29
2395,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,33,5.86,0
2399,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,34,3.43,0
2401,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,47,5.01,59.71
2408,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,41,2.59,22.75
2409,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,47,7.09,100.09
2413,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,42,5.35,22.51
2416,M,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,32,3.64,62.52
2418,M,Abbotsford,Meat Cutter,Meats,Abbotsford,44.944,-90.315,Stores,53,2.78,88.6
2420,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,50,6.06,82.89
2423,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,15,3.51,0
2425,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,35,5.73,12.91
2426,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,57,2.12,86.99
2427,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,46,4.14,105.15
2428,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,54,5.76,152.8
2436,M,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,29,4.14,0
2437,M,Langley,Dairy Person,Dairy,Langley,48.034,-122.408,Stores,70,3.63,224.43
2439,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,50,2.44,118.81
2442,M,Christina Lake,Meats Manager,Meats,Grand Forks,47.924,-97.031,Stores,30,6.76,0
2444,M,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,40,4.21,62.16
2445,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,27,4.57,0
2446,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,52,6.22,86.35
2449,F,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,55,6.29,114.21
2458,M,Langley,Meat Cutter,Meats,Langley,48.034,-122.408,Stores,44,3.36,105.63
2459,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,21,4.88,0
2461,M,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,36,0.28,12.05
2466,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,33,5.22,35.98
2467,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,42,5.38,52.49
2468,F,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,38,6.33,27.13
2470,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,40,5.18,43.6
2471,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,19,3.82,0
2472,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,32,2.19,0
2473,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,51,3.61,116.54
2475,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,25,2.86,33.93
2476,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,46,5.51,95.25
2477,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,35,4.13,53.43
2479,F,Abbotsford,Meat Cutter,Meats,Abbotsford,44.944,-90.315,Stores,37,4.44,48.96
2481,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,46,5.97,34.76
2483,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,55,5,145.61
2486,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,49,4.94,111.48
2489,F,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,43,3.29,80.27
2494,F,Vernon,Produce Clerk,Produce,Vernon,41.838,-72.457,Stores,41,2.65,84.58
2495,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,53,4.84,134.13
2496,F,Nelson,Meat Cutter,Meats,Nelson,34.38,-84.372,Stores,62,4.69,197.04
2499,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,49,3.19,69.72
2502,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,56,4,126.5
2503,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,48,5.73,78.88
2506,F,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,46,4.51,60.87
2507,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,27,4.5,1.46
2508,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,32,3.85,0
2511,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,31,4.72,0
2513,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,38,6.85,70.92
2515,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,51,7.34,113.3
2516,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,44,7.12,68.12
2520,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,42,3.35,67.96
2521,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,42,2.52,21.52
2523,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,44,2.44,55.12
2524,F,Princeton,Store Manager,Store Management,Princeton,40.35,-74.659,Stores,42,2.53,78.56
2525,M,Bamfield,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,40,6.92,21.56
2526,F,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,40,4.57,38.6
2529,M,Balfour,Dairy Person,Dairy,Nelson,34.38,-84.372,Stores,57,8.42,102.81
2530,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,47,4.71,56.63
2534,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,55,3.93,84.76
2538,M,Abbotsford,Meat Cutter,Meats,Abbotsford,44.944,-90.315,Stores,31,4.12,0
2542,M,Sooke,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,34,2.67,15.49
2543,M,Langley,Meat Cutter,Meats,Langley,48.034,-122.408,Stores,42,3.72,87.68
2544,F,Fort Langley,Meat Cutter,Meats,Langley,48.034,-122.408,Stores,45,5.8,88.51
2545,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,47,3,68.62
2547,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,32,2.68,0
2550,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,43,4.84,40.42
2551,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,45,4.47,82.42
2554,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,44,5.24,57.06
2555,F,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,33,6.54,0
2558,F,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,35,5.09,32.02
2561,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,53,3.76,64.1
2565,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,46,4.7,153.14
2566,M,Nelson,Processed Foods Manager,Processed Foods,Nelson,34.38,-84.372,Stores,37,3.18,53.16
2569,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,31,4,0
2570,F,Langley,Meat Cutter,Meats,Langley,48.034,-122.408,Stores,46,4.62,77.91
2576,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,47,5.22,91.29
2578,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,66,4.06,170.54
2579,F,Richmond,Dairy Person,Dairy,Richmond,37.546,-77.453,Stores,38,4,59.64
2580,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,40,1.77,51.53
2581,M,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,34,4.44,18.81
2583,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,54,4.92,133.16
2586,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,40,3.56,80.73
2588,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,50,4.36,118.45
2589,M,Abbotsford,Meat Cutter,Meats,Abbotsford,44.944,-90.315,Stores,33,4.97,24.57
2591,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,22,5,0
2592,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,31,4.31,0
2594,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,23,3.29,0
2596,M,Langley,Dairy Person,Dairy,Langley,48.034,-122.408,Stores,33,4.6,8.66
2598,F,Abbotsford,Produce Clerk,Produce,Abbotsford,44.944,-90.315,Stores,43,4.25,76.31
2600,M,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,52,3.36,109.05
2602,M,Lake Cowichan,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,45,4.54,42.02
2604,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,55,2.88,126.69
2607,M,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,37,3.8,39.91
2608,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,46,4.69,65.21
2611,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,52,5.52,109.33
2616,M,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,52,2.95,98.42
2619,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,52,7.58,106
2620,M,Langley,Meat Cutter,Meats,Langley,48.034,-122.408,Stores,25,5.87,0
2621,M,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,34,5.57,16.68
2624,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,50,3.85,96.08
2635,M,Tappen,Produce Clerk,Produce,Vernon,41.838,-72.457,Stores,45,3.3,28.84
2636,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,19,6.62,0
2638,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,59,5.86,156.06
2639,M,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,41,4.1,24.79
2644,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,33,4.69,22.74
2645,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,30,2.92,33.9
2646,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,33,4.38,0
2647,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,58,5.69,60.5
2650,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,53,2.75,122.68
2652,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,36,3.72,37.04
2654,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,49,5.95,95.9
2655,M,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,27,5.11,0
2656,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,51,5.81,90.28
2657,M,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,42,3.08,74.04
2659,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,30,5,0
2661,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,43,4.4,44.32
2662,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,35,0.49,8.17
2663,M,Richmond,Meat Cutter,Meats,Richmond,37.546,-77.453,Stores,42,3.91,0
2664,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,38,5.64,22.86
2666,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,40,6.31,106.1
2669,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,44,2.72,34.15
2670,F,Langley,Dairy Person,Dairy,Langley,48.034,-122.408,Stores,51,5.49,137.7
2682,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,53,6.07,85
2686,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,47,4.56,99.05
2687,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,52,5.22,115.01
2688,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,29,3.12,0
2690,F,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,29,2.71,0
2691,F,Cumberland,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,32,4.66,39.05
2696,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,33,4.87,53.32
2699,F,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,41,5.97,104.08
2700,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,23,3.49,0
2701,F,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,36,6.11,49.5
2702,F,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,39,6.96,0
2705,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,44,6.24,92.88
2708,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,37,2.43,56.73
2710,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,35,6.05,25.48
2712,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,45,7.64,83.97
2716,F,Langley,Meat Cutter,Meats,Langley,48.034,-122.408,Stores,44,4.72,42.73
2717,M,Fort Langley,Meat Cutter,Meats,Langley,48.034,-122.408,Stores,43,4.77,51.29
2718,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,58,4.85,181.77
2719,F,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,43,3.49,60.97
2722,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,49,5.95,98.19
2723,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,30,3.98,16.4
2725,F,Abbotsford,Meat Cutter,Meats,Abbotsford,44.944,-90.315,Stores,45,6.07,83.67
2731,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,42,2.85,77.85
2736,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,44,3.6,85.96
2743,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,40,2.59,50.15
2746,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,24,3.99,0
2750,F,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,38,3.57,34.21
2751,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,29,7.14,2.39
2752,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,47,3.56,56.26
2758,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,34,4.88,56.3
2759,F,South Slocan,Meat Cutter,Meats,Trail,47.783,-95.698,Stores,50,4.87,91.3
2762,F,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,15,5.12,0
2764,F,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,34,4.76,0
2767,M,White Rock,Baker,Bakery,White Rock,45.925,-96.576,Stores,41,4.89,52.56
2768,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,40,5.53,40.02
2770,F,Abbotsford,Meat Cutter,Meats,Abbotsford,44.944,-90.315,Stores,30,2.82,0
2771,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,38,3.43,18.44
2773,M,Victoria,Meat Cutter,Meats,Victoria,28.799,-97.006,Stores,33,4.95,28.2
2779,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,45.63,-122.677,Stores,33,4.14,9.1
2782,F,Vernon,Produce Clerk,Produce,Vernon,41.838,-72.457,Stores,49,6.64,107.18
2783,M,Surrey,Meat Cutter,Meats,Surrey,48.236,-101.133,Stores,43,6,34.39
2785,M,Vancouver,Dairy Person,Dairy,Vancouver,45.63,-122.677,Stores,38,4.05,18.13
