EmployeeNumber,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours
1331,F,Qualicum Beach,Store Manager,Store Management,Nanaimo,Stores,27,4.12,2.29
1332,F,Vancouver,"Exec Assistant, Human Resources",Executive,Vancouver,Executive,38,3.4,70.03
1333,M,Surrey,Dairy Person,Dairy,Surrey,Stores,43,6.96,60.75
1334,M,Chilliwack,"Exec Assistant, Finance",Executive,Vancouver,Executive,35,4.07,0
1335,F,White Rock,"Director, Recruitment",Recruitment,Vancouver,HumanResources,34,4.51,86.89
1336,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,41,2.67,33.14
1337,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,34,5.03,36.12
1338,M,Port Coquitlam,"Director, Training",Training,Vancouver,HumanResources,49,26.78,29.39
1339,F,Balfour,Store Manager,Store Management,Nelson,Stores,41,6.62,64.26
1340,M,Rutland,Store Manager,Store Management,Kelowna,Stores,46,5.62,68.06
1341,M,Vancouver,"Director, Labor Relations",Labor Relations,Vancouver,HumanResources,57,39.34,0
1342,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,49,6.73,106.6
1343,F,Victoria,Store Manager,Store Management,Victoria,Stores,36,3.03,24.43
1344,F,Vancouver,"Director, HR Technology",HR Technology,Vancouver,HumanResources,58,34.17,0
1345,M,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,47,5.15,69.62
1346,F,Vancouver,"Director, Employee Records",Employee Records,Vancouver,HumanResources,51,21.54,41.74
1347,M,Victoria,Meats Manager,Meats,Victoria,Stores,25,5.73,0
1348,M,Penticton,Dairy Person,Dairy,Kelowna,Stores,42,8.09,36.6
1349,F,Jaffray,Dairy Person,Dairy,Cranbrook,Stores,53,5.89,118.77
1350,F,Whistler,Dairy Person,Dairy,Squamish,Stores,46,2.14,109.62
1351,M,New Westminster,"Director, Compensation",Compensation,Vancouver,HumanResources,41,16.88,25.34
1352,F,Vancouver,Corporate Lawyer,Legal,Vancouver,Legal,39,11.78,68.6
1353,M,Kamloops,Store Manager,Store Management,Kamloops,Stores,35,5.28,0
1354,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,40,5.96,45.96
1355,M,New Westminster,Corporate Lawyer,Legal,Vancouver,Legal,43,5.64,49.37
1356,F,Sorrento,Meat Cutter,Meats,Kamloops,Stores,53,4.78,147.24
1357,M,Vancouver,Corporate Lawyer,Legal,Vancouver,Legal,43,16.21,36.27
1358,M,Victoria,Produce Manager,Produce,Victoria,Stores,40,3.68,40.29
1359,F,Tofino,Meats Manager,Meats,Nanaimo,Stores,59,3.65,158.9
1360,F,Vancouver,"Director, Accounts Receivable",Accounts Receiveable,Vancouver,FinanceAndAccounting,55,13.55,34.27
1361,F,New Westminister,Cashier,Customer Service,New Westminister,Stores,48,3.67,129.24
1362,F,Kamloops,Meats Manager,Meats,Kamloops,Stores,41,5.54,50.01
1363,M,Victoria,Bakery Manager,Bakery,Victoria,Stores,33,5.68,0
1364,M,Victoria,Dairy Person,Dairy,Victoria,Stores,49,4.2,53.19
1365,F,Fort St John,Store Manager,Store Management,Fort St John,Stores,45,7.61,87.84
1366,M,Aldergrove,Systems Analyst,Information Technology,Vancouver,InfoTech,58,17.9,55.33
1367,M,Surrey,Store Manager,Store Management,Surrey,Stores,58,3.68,162.2
1368,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,45,4.27,51.22
1369,F,Pritchard,Dairy Person,Dairy,Kelowna,Stores,33,5.98,0
1370,F,Langley,"Director, Accounts Payable",Accounts Payable,Vancouver,FinanceAndAccounting,36,3.94,37.83
1371,F,Langley,Cashier,Customer Service,Langley,Stores,37,5.43,51.55
1372,M,Vancouver,"Director, Audit",Audit,Vancouver,FinanceAndAccounting,57,39.45,31.19
1373,F,New Westminster,"Director, Accounting",Accounting,Vancouver,FinanceAndAccounting,50,2.22,51.21
1374,M,Kelowna,Meats Manager,Meats,Kelowna,Stores,38,1.51,17.33
1375,F,Fort Nelson,Meat Cutter,Meats,Fort Nelson,Stores,29,4.08,6.79
1376,M,New Westminster,"Director, Investments",Investment,Vancouver,FinanceAndAccounting,39,1,0
1377,F,Cobble Hill,Dairy Person,Dairy,Victoria,Stores,23,5.3,0
1378,F,Port Hardy,Dairy Person,Dairy,Nanaimo,Stores,39,5.03,30.45
1379,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,18,6.16,0
1380,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,46,16.28,71.37
1381,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,37,17.51,0
1382,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,36,17.67,0
1383,M,Lumby,Store Manager,Store Management,Vernon,Stores,41,5.61,76.8
1384,F,Cranbrook,Dairy Person,Dairy,Cranbrook,Stores,70,4.21,177.45
1385,M,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,52,33.69,55.21
1386,M,Victoria,Processed Foods Manager,Processed Foods,Victoria,Stores,47,5.04,37.91
1387,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,57,5.84,104.49
1388,M,Powell River,Produce Manager,Produce,Nanaimo,Stores,47,4.47,59.65
1389,M,Duncan,Store Manager,Store Management,Quesnel,Stores,30,2.8,10.51
1390,F,Richmond,Recruiter,Recruitment,Vancouver,HumanResources,53,16.23,94.2
1391,M,Sardis,Store Manager,Store Management,Chilliwack,Stores,48,3.77,45.44
1392,M,New Westminister,Recruiter,Recruitment,Vancouver,HumanResources,57,39.34,52.26
1393,F,Nimpo Lake,Store Manager,Store Management,Williams Lake,Stores,56,2.47,101.59
1394,F,Victoria,Customer Service Manager,Customer Service,Victoria,Stores,34,4.52,31.9
1395,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,48,29.89,59.99
1396,M,Westwold,Meats Manager,Meats,Vernon,Stores,49,6.06,7.18
1397,F,Duncan,Meats Manager,Meats,Quesnel,Stores,44,5.42,36.7
1398,M,New Westminister,Cashier,Customer Service,New Westminister,Stores,40,3.01,38.52
1399,F,Terrace,Produce Manager,Produce,Terrace,Stores,47,3.72,55.76
1400,F,West Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,54,26.72,129.7
1401,F,Black Pool,Store Manager,Store Management,Dawson Creek,Stores,40,3.79,54.02
1402,F,Vancouver,Trainer,Training,Vancouver,HumanResources,54,7.28,133.6
1403,M,Osoyoos,Produce Manager,Produce,Kelowna,Stores,41,4,16.53
1404,F,New Westminster,Trainer,Training,Vancouver,HumanResources,44,6.37,107.66
1405,M,Vancouver,Trainer,Training,Vancouver,HumanResources,65,6.93,107.98
1406,M,Vancouver,Trainer,Training,Vancouver,HumanResources,42,14.22,84.29
1407,F,Victoria,Dairy Person,Dairy,Victoria,Stores,40,4.02,83.11
1408,F,Port Mcneill,Bakery Manager,Bakery,Nanaimo,Stores,60,5.52,123.89
1409,M,Burnaby,Systems Analyst,Information Technology,Vancouver,InfoTech,51,20.25,0
1410,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,29,3.76,0
1411,F,Dawson Creek,Meat Cutter,Meats,Dawson Creek,Stores,38,4.75,49.92
1412,M,Langley,Systems Analyst,Information Technology,Vancouver,InfoTech,33,7.7,29.33
1413,M,North Vancouver,Systems Analyst,Information Technology,Vancouver,InfoTech,33,13.63,66.34
1414,M,New Westminster,Systems Analyst,Information Technology,Vancouver,InfoTech,45,13.62,0
1415,M,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,30,4.83,0
1416,F,Houston,Dairy Person,Dairy,Terrace,Stores,41,4.7,23.88
1417,F,Whistler,Store Manager,Store Management,Squamish,Stores,37,7.05,47.93
1418,M,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,44,4.52,73.42
1419,F,New Westminster,Store Manager,Store Management,New Westminster,Stores,60,5.24,190.12
1420,F,Vavenby,Meat Cutter,Meats,Kamloops,Stores,18,3.71,0
1421,M,Victoria,Store Manager,Store Management,Victoria,Stores,40,6.16,59.81
1422,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,30,2.73,7.66
1423,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,22,4.97,0
1424,M,Whistler,Dairy Person,Dairy,Squamish,Stores,34,4.55,3.06
1425,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,45,4.04,58.47
1426,F,Victoria,Dairy Person,Dairy,Victoria,Stores,21,5.41,0
1427,F,Surrey,Meats Manager,Meats,Surrey,Stores,35,5.14,39.19
1428,M,Victoria,Meats Manager,Meats,Victoria,Stores,45,5.89,47.44
1429,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,37,3.02,26.62
1430,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,50,6.14,85.25
1431,M,Victoria,Produce Manager,Produce,Victoria,Stores,44,4.18,62.15
1432,M,Chilliwack,Dairy Person,Dairy,Chilliwack,Stores,53,4.82,126.26
1433,F,Victoria,Bakery Manager,Bakery,Victoria,Stores,39,4.42,1.82
1434,M,Gold Bridge,Produce Manager,Produce,Kamloops,Stores,50,4.52,72.03
1435,M,Port Coquitlam,Store Manager,Store Management,Port Coquitlam,Stores,45,5.28,27.55
1436,F,Cassiar,Bakery Manager,Bakery,Terrace,Stores,39,6.05,33.4
1437,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,72,5.42,232.56
1438,M,Cortes Island,Dairy Person,Dairy,Cortes Island,Stores,54,4.6,134.73
1439,M,Burnaby,Store Manager,Store Management,Burnaby,Stores,39,2.23,12.77
1440,M,Victoria,Dairy Person,Dairy,Victoria,Stores,45,4.19,55.56
1441,F,New Westminster,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,55,36.75,0
1442,F,Surrey,Produce Manager,Produce,Surrey,Stores,49,2.81,94.06
1443,F,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,41,4.76,79.16
1444,F,Kelowna,Bakery Manager,Bakery,Kelowna,Stores,51,4.39,131.71
1445,M,Lumby,Produce Manager,Produce,Vernon,Stores,45,5.61,63.85
1446,F,Vernon,Bakery Manager,Bakery,Vernon,Stores,51,5.46,97.29
1447,M,White Rock,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,48,6.93,73.82
1448,M,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,42,14.22,73.22
1449,F,Squamish,Meats Manager,Meats,Squamish,Stores,38,4.93,65.96
1450,F,Richmond,Dairy Person,Dairy,Richmond,Stores,36,4.33,57.27
1451,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,39,4.57,55.32
1452,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,55,3.71,133.89
1453,M,Oliver,Dairy Person,Dairy,Kelowna,Stores,38,3.3,47.07
1454,F,Hemlock Valley,Dairy Person,Dairy,Chilliwack,Stores,48,5.27,105.96
1455,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,24,4.56,0
1456,F,Campbell River,Dairy Manager,Dairy,Nanaimo,Stores,62,5.15,192.4
1457,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,44,4.17,90.5
1458,M,Burnaby,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,49,11.89,55.73
1459,F,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,40,4.18,70.58
1460,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,42,6.21,57.9
1461,F,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,54,31.9,107.14
1462,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,46,5.97,59.78
1463,F,Port Coquitlam,HRIS Analyst,HR Technology,Vancouver,HumanResources,48,18.36,74.77
1464,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,26,1.75,0
1465,F,Okanagan Mission,Processed Foods Manager,Processed Foods,Kelowna,Stores,39,6.3,55.09
1466,M,Douglas Lake,Bakery Manager,Bakery,Kamloops,Stores,65,5.66,146.04
1467,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,35,5.9,0.74
1468,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,44,4.5,83.51
1469,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,42,11.89,0
1470,F,Richmond,HRIS Analyst,HR Technology,Vancouver,HumanResources,56,17.69,72.86
1471,F,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,49,4.48,85.14
1472,M,Surrey,Dairy Person,Dairy,Surrey,Stores,64,3.43,132.77
1473,F,Surrey,Dairy Person,Dairy,Surrey,Stores,41,6.18,83.77
1474,F,Fort St John,Meats Manager,Meats,Fort St John,Stores,49,2.41,127.37
1475,F,Burnaby,HRIS Analyst,HR Technology,Vancouver,HumanResources,42,17.69,65.28
1476,M,Bella Bella,Store Manager,Store Management,Bella Bella,Stores,31,4.25,0
1477,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,49,5.59,66.38
1478,M,Fort St John,Dairy Person,Dairy,Fort St John,Stores,44,7.45,55.52
1479,F,Chilliwack,Dairy Person,Dairy,Chilliwack,Stores,54,4.18,141.5
1480,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,62,17.69,86.67
1481,F,Field,Store Manager,Store Management,Cranbrook,Stores,63,4.18,206.85
1482,M,Duncan,Produce Manager,Produce,Quesnel,Stores,61,2.25,116.13
1483,F,Williams Lake,Meats Manager,Meats,Williams Lake,Stores,26,3.4,5.36
1484,M,New Westminster,HRIS Analyst,HR Technology,Vancouver,HumanResources,48,7.8,33.25
1485,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,38,17.69,75.16
1486,M,Surrey,Benefits Admin,Employee Records,Vancouver,HumanResources,41,10.44,55.32
1487,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,33,15.2,0
1488,M,New Westminster,Benefits Admin,Employee Records,Vancouver,HumanResources,48,14.82,59.98
1489,F,Victoria,Processed Foods Manager,Processed Foods,Victoria,Stores,47,4.6,63.44
1490,F,Armstrong,Dairy Person,Dairy,Vernon,Stores,47,3.01,105.94
1491,F,Castlegar,Store Manager,Store Management,Trail,Stores,23,3.31,12.04
1492,F,Sooke,Customer Service Manager,Customer Service,Victoria,Stores,40,2.99,33.82
1493,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,29,3.16,7.04
1494,M,Victoria,Meat Cutter,Meats,Victoria,Stores,31,3.76,0
1495,F,Vernon,Processed Foods Manager,Processed Foods,Vernon,Stores,38,2.96,38.16
1496,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,48,6.84,74.07
1497,F,New Westminster,Benefits Admin,Employee Records,Vancouver,HumanResources,42,17.69,52.1
1498,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,49,17.69,67.46
1499,F,Victoria,Meat Cutter,Meats,Victoria,Stores,47,4.38,101.93
1500,F,Surrey,Benefits Admin,Employee Records,Vancouver,HumanResources,54,17.69,150.63
1501,M,Victoria,Dairy Person,Dairy,Victoria,Stores,51,5.82,103.97
1502,F,Burns Lake,Store Manager,Store Management,Prince George,Stores,35,6.83,38.66
1503,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,30,3.8,17.94
1504,F,Ocean Falls,Meat Cutter,Meats,Ocean Falls,Stores,65,5.72,189.81
1505,M,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,52,4.62,93.82
1506,M,Vananda,Dairy Person,Dairy,Nanaimo,Stores,47,5.33,79.87
1507,F,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,37,7.15,92.19
1508,M,Haney,Cashier,Customer Service,Haney,Stores,50,5.25,102.76
1509,F,Alexis Creek,Dairy Person,Dairy,Williams Lake,Stores,46,4.84,111.41
1510,F,Fort Nelson,Meat Cutter,Meats,Fort Nelson,Stores,36,4.91,51.4
1511,M,Richmond,Dairy Person,Dairy,Richmond,Stores,38,3.48,12.27
1512,M,Parson,Meats Manager,Meats,Cranbrook,Stores,34,4.41,0
1513,F,Richmond,Store Manager,Store Management,Richmond,Stores,4,4.68,0
1514,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,39,5.45,2.1
1515,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,26,2.65,0
1516,F,North Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,36,17.69,0
1517,M,Chilliwack,Compensation Analyst,Compensation,Vancouver,HumanResources,47,14.44,69
1518,F,Fraser Lake,Dairy Person,Dairy,Prince George,Stores,51,4.2,162.59
1519,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,55,6.9,76.45
1520,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,51,4.21,66.86
1521,M,Port Alberni,Dairy Person,Dairy,Nanaimo,Stores,33,4.74,0
1522,F,Penticton,Customer Service Manager,Customer Service,Kelowna,Stores,31,3.15,22.3
1523,M,North Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,39,14.06,36.25
1524,F,Vancouver,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,36,11.94,0
1525,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,53,4.97,124.42
1526,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,35,2.78,40.55
1527,F,Iskut,Dairy Person,Dairy,Terrace,Stores,59,2.92,122.13
1528,M,Victoria,Meat Cutter,Meats,Victoria,Stores,54,3.63,111.4
1529,M,Vancouver,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,38,12.87,0
1530,F,Vernon,Customer Service Manager,Customer Service,Vernon,Stores,36,4,62.1
1531,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,22,5.81,0
1532,M,Seton Portage,Dairy Person,Dairy,Kamloops,Stores,44,5.39,67.08
1533,F,Burnaby,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,50,1,95.25
1534,F,Cranbrook,Produce Manager,Produce,Cranbrook,Stores,54,2.71,56.38
1535,M,Richmond,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,50,11.29,43.88
1536,M,Avola,Processed Foods Manager,Processed Foods,Kamloops,Stores,19,4.54,0
1537,F,New Westminister,Dairy Person,Dairy,New Westminister,Stores,54,4.75,109.2
1538,F,New Westminster,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,38,3.57,0
1539,M,Surrey,Dairy Person,Dairy,Surrey,Stores,49,3.01,143.87
1540,M,Rock Creek,Dairy Person,Dairy,Kelowna,Stores,57,3.9,76.91
1541,F,Vernon,Meat Cutter,Meats,Vernon,Stores,41,7.22,30.92
1542,F,Kimberley,Bakery Manager,Bakery,Cranbrook,Stores,51,3.51,149.34
1543,F,Vancouver,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,50,6.04,74.03
1544,M,Trail,Meats Manager,Meats,Trail,Stores,34,2.3,19.18
1545,F,Dawson Creek,Baker,Bakery,Dawson Creek,Stores,50,3.94,119.03
1546,M,Courtenay,Processed Foods Manager,Processed Foods,Nanaimo,Stores,64,3.72,187.7
1547,F,Campbell River,Customer Service Manager,Customer Service,Nanaimo,Stores,71,4.72,224.13
1548,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,33,2.41,15.77
1549,M,Port Hardy,Meat Cutter,Meats,Nanaimo,Stores,32,5.88,0
1550,M,Vancouver,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,50,9.72,52.42
1551,F,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,42,4.86,121.16
1552,F,Iskut,Processed Foods Manager,Processed Foods,Terrace,Stores,30,6.48,0
1553,M,Black Point,Meat Cutter,Meats,Vernon,Stores,54,3.94,128.65
1554,M,Victoria,Meat Cutter,Meats,Victoria,Stores,44,2.49,115.81
1555,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,32,3.97,18.73
1556,M,Kaslo,Dairy Person,Dairy,Cranbrook,Stores,37,2.53,35.79
1557,M,Port Hardy,Dairy Person,Dairy,Nanaimo,Stores,48,0.89,87.67
1558,F,Cranbrook,Processed Foods Manager,Processed Foods,Cranbrook,Stores,39,4.88,44.05
1559,M,New Westminster,Auditor,Audit,Vancouver,FinanceAndAccounting,36,8.14,0
1560,F,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,33,13.55,0
1561,F,Richmond,Dairy Person,Dairy,Richmond,Stores,53,5,139.42
1562,F,Tumbler Ridge,Produce Manager,Produce,Fort St John,Stores,18,4.71,0
1563,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,46,5.98,45.5
1564,F,Willow Point,Produce Manager,Produce,Trail,Stores,48,3.29,97.6
1565,M,Trail,Dairy Person,Dairy,Trail,Stores,60,1.61,134.82
1566,M,New Westminster,Auditor,Audit,Vancouver,FinanceAndAccounting,52,6.56,104.38
1567,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,36,6.25,37.67
1568,F,Whistler,Produce Manager,Produce,Squamish,Stores,43,2.45,133.5
1569,M,Skookumchuck,Meat Cutter,Meats,Nanaimo,Stores,54,3.59,82.02
1570,F,Surrey,Dairy Person,Dairy,Surrey,Stores,43,4.89,77.24
1571,F,New Westminster,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,28,3.94,0
1572,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,43,6.88,114.45
1573,M,Midway,Bakery Manager,Bakery,Trail,Stores,47,5.28,86.68
1574,M,Midway,Dairy Person,Dairy,Trail,Stores,50,5.66,88.24
1575,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,34,7.05,22.9
1576,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,34,2.81,59.67
1577,M,Mayne Island,Meat Cutter,Meats,Victoria,Stores,24,5.03,0
1578,F,Vancouver,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,43,2.22,76.08
1579,F,Vancouver,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,45,11.94,34.29
1580,F,Fort St John,Bakery Manager,Bakery,Fort St John,Stores,37,3.7,22.39
1581,M,Whistler,Bakery Manager,Bakery,Squamish,Stores,47,7.84,58.26
1582,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,39,6.04,31.19
1583,F,Britannia Beach,Dairy Person,Dairy,Squamish,Stores,38,3.16,24.5
1584,F,Richmond,Dairy Person,Dairy,Richmond,Stores,49,4.42,99.51
1585,M,Courtenay,Meat Cutter,Meats,Nanaimo,Stores,52,5.56,84.9
1586,M,Victoria,Meat Cutter,Meats,Victoria,Stores,43,6.59,62.72
1587,F,Mcbride,Meats Manager,Meats,Prince George,Stores,47,3.31,90.66
1588,M,Victoria,Meat Cutter,Meats,Victoria,Stores,37,5.39,5.73
1589,F,Ashcroft,Customer Service Manager,Customer Service,Kamloops,Stores,29,3.14,33.36
1590,M,Sparwood,Customer Service Manager,Customer Service,Cranbrook,Stores,42,3.16,47.21
1591,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,41,6.28,69.61
1592,F,Aldergrove,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,32,1,0
1593,M,Trail,Processed Foods Manager,Processed Foods,Trail,Stores,59,4.94,142.44
1594,F,Burnaby,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,36,1,103.69
1595,F,Port Edward,Customer Service Manager,Customer Service,Terrace,Stores,49,5.46,97.74
1596,M,Surrey,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,62,4.99,148.76
1597,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,51,3.41,113.92
1598,F,Surrey,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,47,1,158.01
1599,M,Surrey,Bakery Manager,Bakery,Surrey,Stores,35,5.68,0
1600,M,Victoria,Meat Cutter,Meats,Victoria,Stores,24,4.75,0
1601,F,Surrey,Dairy Person,Dairy,Surrey,Stores,28,5.15,11.28
1602,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,64,5.5,252.19
1603,F,Vancouver,Store Manager,Store Management,Vancouver,Stores,43,6.61,92.85
1604,F,Victoria,Dairy Person,Dairy,Victoria,Stores,30,3.42,9.72
1605,M,North Vancouver,Store Manager,Store Management,North Vancouver,Stores,35,5.02,0
1606,F,Canal Flats,Dairy Person,Dairy,Cranbrook,Stores,42,3.28,39.46
1607,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,53,3.72,106.53
1608,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,58,4.42,137.65
1609,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,38,5.82,0
1610,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,27,2.44,0
1611,M,Vancouver,Meats Manager,Meats,Vancouver,Stores,56,4.16,146.91
1612,F,Vancouver,Produce Manager,Produce,Vancouver,Stores,57,4.57,143.07
1613,M,Grand Forks,Store Manager,Store Management,Grand Forks,Stores,37,5.88,41.71
1614,M,Osoyoos,Dairy Person,Dairy,Kelowna,Stores,45,5.46,5.05
1615,F,West Vancouver,Store Manager,Store Management,West Vancouver,Stores,31,2.93,23.41
1616,F,Surrey,Dairy Person,Dairy,Surrey,Stores,48,1.81,109.17
1617,F,Victoria,Meat Cutter,Meats,Victoria,Stores,57,4.16,160.1
1618,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,32,6.04,24.09
1619,F,Coquitlam,Meat Cutter,Meats,Nanaimo,Stores,43,3,96.43
1620,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,35,2.2,21.52
1621,F,Victoria,Meat Cutter,Meats,Victoria,Stores,50,4.7,64.99
1622,M,Prince George,Dairy Person,Dairy,Prince George,Stores,44,3.73,40.92
1623,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,37,2.73,36.97
1624,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,35,5.75,52.58
1625,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,50,4.36,60.94
